Name_eng;Name_zh;Name_py;Nationality;University;State;Degree_source;Degree_level;Field_main;Field_2;Year_start;Year_end;Honorary;nDeg;start;end;duration;period;Degree_high;Field_high;Life_member;Deceased;Employer_main;Employer_2;Sector_1;Sector_2;Country;City;Street_name;Street_2;Street_nbr;Building;Page;PDF
Mao_T.E.;茅以昇;Mao Yisheng;Chinese;Carnegie Institute of Technology;Pennsylvania;Dr.Eng.;Doctorate;Engineering;Engineering;1919;1919;;2;1917;1919;2;1909-1918;Doctorate;Engineering;;;Chien Tang River Bridge;Engineering Office;Local Government;Engineering;China;Hangchow;;;;;201;230
Mao_T.E.;茅以昇;Mao Yisheng;Chinese;Cornell;New York;M.C.E.;Master;Engineering;Civil Engineering;1917;1917;;2;1917;1919;2;1909-1918;Doctorate;Engineering;;;Chien Tang River Bridge;Engineering Office;Local Government;Engineering;China;Hangchow;;;;;201;230
Walker_M.P.;華克;Hua Ke;Western;Stevens Institute of Technology;New Jersey;M.E.;Master;Engineering;Engineering;1898;1898;;1;1898;1898;0;1883-1908;Master;Engineering;;;American Church Mission;;Organization;Religious;China;Shanghai;Minghong;;152;;209;238
Walline_Edwin E.;華連;Hua Lian;Western;Park University;Missouri;B.A.;Bachelor;Humanities;Arts;1914;1914;;3;1914;1925;11;1909-1918;Doctorate;Theology;;;Presbyterian China Council;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;169;;209;238
Walline_Edwin E.;華連;Hua Lian;Western;Emporia College;Kansas;D.D.;Doctorate;Theology;Theology;;;;3;1914;1925;11;1909-1918;Doctorate;Theology;;;Presbyterian China Council;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;169;;209;238
Walline_Edwin E.;華連;Hua Lian;Western;Chicago;Illinois;;;;;1924;1925;;3;1914;1925;11;1909-1918;Doctorate;Theology;;;Presbyterian China Council;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;169;;209;238
Yap_Raymond;葉俊聰;Ye Juncong;Chinese;Minnesota;Minnesota;;;;;1930;1932;;2;1930;1933;3;1919-1935;;;;;;;;;China;Shanghai;Edinburgh;;91;;213;242
Yap_Raymond;葉俊聰;Ye Juncong;Chinese;Tulane;Louisiana;;;;;1932;1933;;2;1930;1933;3;1919-1935;;;;;;;;;China;Shanghai;Edinburgh;;91;;213;242
Yeh_Chia-tsun;葉家俊;Ye Jiajun;Chinese;Cornell;New York;M.C.E.;Master;Engineering;Civil Engineering;1920;1920;;2;1920;1921;1;1919-1935;Master;Engineering;;;;;;;China;Shanghai;Winling;;297;;213;242
Yeh_Chia-tsun;葉家俊;Ye Jiajun;Chinese;Michigan;Michigan;M.S.;Master;Sciences;Sciences;1921;1921;;2;1920;1921;1;1919-1935;Master;Engineering;;;;;;;China;Shanghai;Winling;;297;;213;242
Yapp_Daniel K.F.;葉桂馥;Ye Guifu;Western;Swarthmore;Pennsylvania;B.A.;Bachelor;Humanities;Arts;1917;1917;;2;1917;1918;1;1909-1918;Master;Humanities;;;Crown Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;213;242
Yapp_Daniel K.F.;葉桂馥;Ye Guifu;Western;Pennsylvania;Pennsylvania;M.A.;Master;;;1918;1918;;2;1917;1918;1;1909-1918;Master;Humanities;;;Crown Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;213;242
Ko_I. Chih;葛益熾;Ge Yichi;Chinese;Purdue;Indiana;B.S.;Bachelor;Sciences;Sciences;1925;1925;;2;1925;1927;2;1919-1935;Master;Sciences;;;Jardine Engineering Corporation;;Company;Engineering;China;Shanghai;Yuen Ming Yuen;;50;;195;224
Ko_I. Chih;葛益熾;Ge Yichi;Chinese;Massachusetts Institute of Technology;Massachusetts;M.S.;Master;Sciences;Sciences;1927;1927;;2;1925;1927;2;1919-1935;Master;Sciences;;;Jardine Engineering Corporation;;Company;Engineering;China;Shanghai;Yuen Ming Yuen;;50;;195;224
Doon_Dayu;董大酉;Dong Dayou;Chinese;Minnesota;Minnesota;B.S.;Bachelor;Sciences;Sciences;1925;1925;;2;1925;1927;2;1919-1935;Master;Sciences;;;;;;;China;Shanghai;Museum;;14;;189;218
Doon_Dayu;董大酉;Dong Dayou;Chinese;Columbia;New York;M.S.;Master;Sciences;Sciences;1927;1927;;2;1925;1927;2;1919-1935;Master;Sciences;;;;;;;China;Shanghai;Museum;;14;;189;218
Gale_Esson M.;蓋樂;Gai Yue;Western;Michigan;Michigan;A.B.;Bachelor;Humanities;Arts;1907;1907;;3;1907;1931;24;1883-1908;Master;Humanities;1934;;Salt Revenue Administration;;Central Government;Administration;China;Shanghai;Bund;;18;;191;220
Gale_Esson M.;蓋樂;Gai Yue;Western;Michigan;Michigan;M.A.;Master;;;1908;1908;;3;1907;1931;24;1883-1908;Master;Humanities;1934;;Salt Revenue Administration;;Central Government;Administration;China;Shanghai;Bund;;18;;191;220
Gale_Esson M.;蓋樂;Gai Yue;Western;Leyden;Holland;Ph.D.;Doctorate;Undetermined;Undetermined;1931;1931;;3;1907;1931;24;1883-1908;Master;Humanities;1934;;Salt Revenue Administration;;Central Government;Administration;China;Shanghai;Bund;;18;;191;220
Tsai_Eaton K.C.;蔡公椿;Cai Gongchun;Chinese;Grinnell;Iowa;B.A.;Bachelor;Humanities;Arts;1912;1912;;2;1912;1925;13;1909-1918;Master;Business & Commerce;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;208;237
Tsai_Eaton K.C.;蔡公椿;Cai Gongchun;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1925;1925;;2;1912;1925;13;1909-1918;Master;Business & Commerce;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;208;237
Choy_J.K.;蔡增基;Cai Zengji;Chinese;Columbia;New York;B.S.;Bachelor;Sciences;Sciences;1915;1915;;1;1915;1915;0;1909-1918;Bachelor;Sciences;1936;;China Merchants' Steam Navigation Company;;Company;Transportation;China;Shanghai;Bund;;9;;187;216
Tsai_Thomas Wen-hsi;蔡文照;Cai Wenzhao;Chinese;Wisconsin;Wisconsin;M.A.;Master;;;1931;1931;;2;1929;1931;2;1919-1935;Master;;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;;Embankment building;208;237
Tsai_Thomas Wen-hsi;蔡文照;Cai Wenzhao;Chinese;Harvard;Massachusetts;;;;;1929;1930;;2;1929;1931;2;1919-1935;Master;;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;;Embankment building;208;237
Tsai_Shing Wu;蔡星五;Cai Xingwu;Chinese;New York University;New York;M.B.A.;Master;Business & Commerce;Business Administration;1919;1919;;2;1918;1919;1;1909-1918;Master;Business & Commerce;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;208;237
Tsai_Shing Wu;蔡星五;Cai Xingwu;Chinese;Chicago;Illinois;Ph.B.;Bachelor;Humanities;Philosophy;1918;1918;;2;1918;1919;1;1909-1918;Master;Business & Commerce;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;208;237
Tsha_Kingwell;蔡鏡懷;Cai Jinghuai;Chinese;Michigan;Michigan;A.M.;Master;Humanities;Arts;1929;1929;;1;1929;1929;0;1919-1935;Master;Humanities;;;Ministry of Industry;Bureau of Foreign Trade;Central Government;Administration;China;Shanghai;North Soochow;;1040;;195;224
Tsai_Hsiung;蔡雄;Cai Xiong;Chinese;Lehigh;Pennsylvania;M.E.;Master;Engineering;Engineering;1919;1919;;1;1919;1919;0;1919-1935;Master;Engineering;1930;;Mayar Silk Mills, Ltd.;;Company;Textile;China;Shanghai;Tientsin;;256;;208;237
Tsiang_K.S.;蔣柯亭;Jiang Keting;Chinese;Illinois;Illinois;B.S.;Bachelor;Sciences;Sciences;1911;1911;;2;1911;1912;1;1909-1918;Master;Sciences;1930;;Chun-Tah Cotton Spinning & Weaving Company;;Company;Textile;China;Shanghai;Jessfield;;173;;208;237
Tsiang_K.S.;蔣柯亭;Jiang Keting;Chinese;Louisiana;Louisiana;M.S.;Master;Sciences;Sciences;1912;1912;;2;1911;1912;1;1909-1918;Master;Sciences;1930;;Chun-Tah Cotton Spinning & Weaving Company;;Company;Textile;China;Shanghai;Jessfield;;173;;208;237
Hsueh_Wei Fan;薛維藩;Xue Weifan;Chinese;Ohio State;Ohio;B.S.;Bachelor;Sciences;Sciences;1927;1927;;2;1927;1929;2;1919-1935;Master;Business & Commerce;;;Tai Shan Insurance Company;;Company;Insurance;China;Shanghai;Kiangse;;406;;193;222
Hsueh_Wei Fan;薛維藩;Xue Weifan;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1929;1929;;2;1927;1929;2;1919-1935;Master;Business & Commerce;;;Tai Shan Insurance Company;;Company;Insurance;China;Shanghai;Kiangse;;406;;193;222
Sah_F.K.;薩福均;Sa Fujun;Chinese;Purdue;Indiana;B.S.;Bachelor;Sciences;Sciences;1910;1910;;2;1910;1910;0;1909-1918;Certificate;Engineering;1936;;Ministry of Railways;;Central Government;Ministry;China;Nanking;;;;;205;234
Sah_F.K.;薩福均;Sa Fujun;Chinese;Purdue;Indiana;C.E.;Certificate;Engineering;Engineering;1910;1910;;2;1910;1910;0;1909-1918;Certificate;Engineering;1936;;Ministry of Railways;;Central Government;Ministry;China;Nanking;;;;;204;233
Way_Fritz P.;衞飛哲;Wei Feizhe;Western;New York University;New York;M.B.A.;Master;Business & Commerce;Business Administration;1931;1931;;1;1931;1931;0;1919-1935;Master;Business & Commerce;;;;;;;China;Shanghai;Dixwell;;750;;210;239
Hsu_Jabin;許建屏;Xu Jianping;Chinese;Columbia;New York;A.B.;Bachelor;Humanities;Arts;1929;1929;;1;1929;1929;0;1919-1935;Bachelor;Humanities;1933;;Ministry of Finance;;Central Government;Ministry;China;Shanghai;Bund;;15;;192;221
Hsu_Tse Shing;許志湘;Xu Zhixiang;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1928;1928;;1;1928;1928;0;1919-1935;Master;Business & Commerce;1936;;Kwang Wha Petroleum Company;;Company;Chemical;China;Shanghai;Museum;;14;;193;222
Hsu_Kuan-san;許貫三;Xu Guansan;Chinese;Cornell;New York;M.C.E.;Master;Engineering;Civil Engineering;1925;1925;;1;1925;1925;0;1919-1935;Master;Engineering;1933;;Municipality of Greater Shanghai;Bureau of Public Works;Local Government;Public Works;China;Shanghai;;;;Civic Center;193;222
Tan_W.H.;譚學偉;Tan Xuewei;Chinese;Yale;Connecticut;B.A.;Bachelor;Humanities;Arts;1917;1917;;1;1917;1917;0;1909-1918;Bachelor;Humanities;1935;;China Electric Company;;Company;Electrical;China;Shanghai;Lay;;269;;207;236
Chao_Shen;趙深;Zhao Shen;Chinese;Pennsylvania;Pennsylvania;M.Arch.;Master;Architecture;Architecture;1923;1923;;1;1923;1923;0;1919-1935;Master;Architecture;;;National Commercial Bank;;Company;Banking;China;Shanghai;Peking;;200;;186;215
Kuo_Y.M.;過養默;Guo Yangmo;Chinese;Massachusetts Institute of Technology;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1919;1919;;1;1919;1919;0;1919-1935;Master;Sciences;1931;;;;;;China;Shanghai;Kiaochow;;308;;195;224
Cheu_Baihan;邱培涵;Qiu Peihan;Chinese;Cornell;New York;B.S.;Bachelor;Sciences;Sciences;1914;1914;;2;1914;1915;1;1909-1918;Master;Sciences;;;Sun Life Assurance Company;;Company;Insurance;China;Shanghai;Szechuen;;218;;187;216
Cheu_Baihan;邱培涵;Qiu Peihan;Chinese;Wisconsin;Wisconsin;M.S.;Master;Sciences;Sciences;1915;1915;;2;1914;1915;1;1909-1918;Master;Sciences;;;Sun Life Assurance Company;;Company;Insurance;China;Shanghai;Szechuen;;218;;187;216
Shaw_Albert T.H.;邵曾華;Shao Cenghua;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1930;1930;;2;1929;1930;1;1919-1935;Master;Business & Commerce;;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;205;234
Shaw_Albert T.H.;邵曾華;Shao Cenghua;Chinese;Washington;Washington;P.E.;Undetermined;Education;Physical Education;1929;1929;;2;1929;1930;1;1919-1935;Master;Business & Commerce;;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;205;234
Sawyer_John B.;邵曾華;Shao Cenghua;Western;California;California;B.S.;Bachelor;Sciences;Sciences;1902;1902;;1;1902;1902;0;1883-1908;Bachelor;Sciences;;;American Consulate General;;Foreign Government;Consulate;China;Shanghai;Kiangse;;181;;205;234
Kwok_Peter Y.;郭佩弦;Guo Peixian;Chinese;California;California;A.B.;Bachelor;Humanities;Arts;1926;1926;;2;1926;1928;2;1919-1935;Master;Humanities;1935;;Tai Ping Insurance Company;;Company;Insurance;China;Shanghai;Kiangse;;203;;196;225
Kwok_Peter Y.;郭佩弦;Guo Peixian;Chinese;California;California;M.A.;Master;;;1928;1928;;2;1926;1928;2;1919-1935;Master;Humanities;1935;;Tai Ping Insurance Company;;Company;Insurance;China;Shanghai;Kiangse;;203;;196;225
Kwo_K.T.;郭克悌;Guo Keti;Chinese;Purdue;Indiana;B.S.;Bachelor;Sciences;Sciences;1923;1923;;2;1918;1923;5;1909-1918;Bachelor;Sciences;;;Chinese Enginnering & Development Company;;Company;Engineering;China;Shanghai;Canton;;51;;196;225
Kwo_K.T.;郭克悌;Guo Keti;Chinese;California;California;;;;;1918;1921;;2;1918;1923;5;1909-1918;Bachelor;Sciences;;;Chinese Enginnering & Development Company;;Company;Engineering;China;Shanghai;Canton;;51;;196;225
Kwok_Percy;郭寶樹;Guo Baoshu;Chinese;New York University;New York;;;;;1924;1924;;1;1924;1924;0;1919-1935;;;1931;;;;;;China;Shanghai;Ningpo;;47;;196;225
Kwok_Walter;郭慧德;Guo Huide;Chinese;Massachusetts Institute of Technology;Massachusetts;B.S.;Bachelor;Sciences;Sciences;1928;1928;;1;1928;1928;0;1919-1935;Bachelor;Sciences;1933;;;;;;China;Shanghai;Ningpo;;112;;196;225
Kuo_Cheng Chih;郭承志;Guo Chengzhi;Chinese;Cornell;New York;M.E.;Master;Engineering;Engineering;1918;1918;;1;1918;1918;0;1909-1918;Master;Engineering;1931;;;;;;China;Shanghai;Burkill;;16;;195;224
Throop_Montgomery;都孟高;Du Menggao;Western;Yale;Connecticut;B.A.;Bachelor;Humanities;Arts;1907;1907;;2;1907;1911;4;1883-1908;Master;Humanities;1935;;St. John's University;;Education;University;China;Shanghai;Jessfield;;188;;207;236
Throop_Montgomery;都孟高;Du Menggao;Western;Yale;Connecticut;M.A.;Master;;;1911;1911;;2;1907;1911;4;1883-1908;Master;Humanities;1935;;St. John's University;;Education;University;China;Shanghai;Jessfield;;188;;207;236
Tsou_Shang-Hsiung;鄒尙能;Zou Shangneng;Chinese;Michigan;Michigan;B.S.E.;Bachelor;Engineering;Engineering;1924;1924;;2;1920;1924;4;1919-1935;Bachelor;Engineering;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;208;237
Tsou_Shang-Hsiung;鄒尙能;Zou Shangneng;Chinese;Illinois;Illinois;;;;;1920;1922;;2;1920;1924;4;1919-1935;Bachelor;Engineering;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;208;237
Tsou_P.W.;鄒秉文;Zou Bingwen;Chinese;Cornell;New York;B.S.;Bachelor;Sciences;Sciences;1916;1916;;1;1916;1916;0;1909-1918;Bachelor;Sciences;;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;208;237
Dunn_Frank B.;鄧栽岑;Deng Zaicen;Western;Ohio State;Ohio;M.S.;Master;Sciences;Sciences;1915;1915;;2;1915;1915;0;1909-1918;Master;Sciences;;;China General Import & Trading Company;;Company;Trade & Business;China;Shanghai;;;605;Continental Bank;189;218
Dunn_Frank B.;鄧栽岑;Deng Zaicen;Western;Purdue;Indiana;M.S.;Master;Sciences;Sciences;1915;1915;;2;1915;1915;0;1909-1918;Master;Sciences;;;China General Import & Trading Company;;Company;Trade & Business;China;Shanghai;;;605;Continental Bank;189;218
Dunlap_A.M.;鄧樂普;Deng Yuepu;Western;Illinois;Illinois;A.B.;Bachelor;Humanities;Arts;1906;1906;;2;1906;1910;4;1883-1908;Doctorate;Medicine;;;;;;;China;Shanghai;Bund;;12;;189;218
Dunlap_A.M.;鄧樂普;Deng Yuepu;Western;Harvard;Massachusetts;M.D.;Doctorate;Medicine;Medicine;1910;1910;;2;1906;1910;4;1883-1908;Doctorate;Medicine;;;;;;;China;Shanghai;Bund;;12;;189;218
Zung_Y.F.;鄭日孚;Zheng Rifu;Chinese;Ohio Northern;Ohio;B.S.C.E.;Bachelor;Engineering;Civil Engineering;1925;1925;;4;1925;1930;5;1919-1935;Doctorate;Engineering;;;;;;;China;Shanghai;Hankow;;302;;215;244
Zung_Y.F.;鄭日孚;Zheng Rifu;Chinese;Iowa State;Iowa;M.S.;Master;Sciences;Sciences;1928;1928;;4;1925;1930;5;1919-1935;Doctorate;Engineering;;;;;;;China;Shanghai;Hankow;;302;;215;244
Zung_Y.F.;鄭日孚;Zheng Rifu;Chinese;Michigan State;Michigan;P.G.;Undetermined;Undetermined;Undetermined;1926;1926;;4;1925;1930;5;1919-1935;Doctorate;Engineering;;;;;;;China;Shanghai;Hankow;;302;;215;244
Zung_Y.F.;鄭日孚;Zheng Rifu;Chinese;Iowa State;Iowa;Ph.D.;Doctorate;Undetermined;Undetermined;1930;1930;;4;1925;1930;5;1919-1935;Doctorate;Engineering;;;;;;;China;Shanghai;Hankow;;302;;215;244
Khong_Loy;鄺來蔭;Kuang Laiyin;Chinese;New York University;New York;B.C.S.;Bachelor;Business & Commerce;Commercial Sciences;1912;1912;;1;1912;1912;0;1909-1918;Bachelor;Business & Commerce;1935;;Ministry of Railways;;Central Government;Ministry;China;Nanking;;;;;195;224
Fong_F. Sec;鄺富灼;Kuang Fuzhuo;Chinese;California;California;B.L.;Bachelor;Humanities;Letters;1905;1905;;3;1902;1906;4;1883-1908;Master;Humanities;;;;;;;China;Shanghai;Scott;;34;;190;219
Fong_F. Sec;鄺富灼;Kuang Fuzhuo;Chinese;Columbia;New York;M.A.;Master;;;1906;1906;;3;1902;1906;4;1883-1908;Master;Humanities;;;;;;;China;Shanghai;Scott;;34;;190;219
Fong_F. Sec;鄺富灼;Kuang Fuzhuo;Chinese;Pomona;California;;;;;1902;1902;;3;1902;1906;4;1883-1908;Master;Humanities;;;;;;;China;Shanghai;Scott;;34;;190;219
Kwong_Edward Y.K.;鄺耀望;Kuang Yaowang;Chinese;Pomona;California;B.A.;Bachelor;Humanities;Arts;1925;1925;;2;1925;1928;3;1919-1935;Master;Sciences;;;;;;;China;Shanghai;Remi;;169;;196;225
Kwong_Edward Y.K.;鄺耀望;Kuang Yaowang;Chinese;Columbia;New York;M.S.;Master;Sciences;Sciences;1928;1928;;2;1925;1928;3;1919-1935;Master;Sciences;;;;;;;China;Shanghai;Remi;;169;;196;225
Kwong_Frederick G.;鄺達觀;Kuang Daguan;Chinese;Illinois;Illinois;A.B.;Bachelor;Humanities;Arts;1921;1921;;1;1921;1921;0;1919-1935;Bachelor;Humanities;1933;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;112;Embankment building;196;225
Kam_Edwin;金德明;Jin Deming;Chinese;St. John's University;Shanghai;M.D.;Doctorate;Medicine;Medicine;1930;1930;;4;1922;1932;10;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;;;307;Continental Emporium;194;223
Kam_Edwin;金德明;Jin Deming;Chinese;Pennsylvania;Pennsylvania;M.Sc.;Master;Sciences;Sciences;1932;1932;;4;1922;1932;10;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;;;307;Continental Emporium;194;223
Kam_Edwin;金德明;Jin Deming;Chinese;Pennsylvania;Pennsylvania;M.Sc.;Master;Sciences;Sciences;1932;1932;;4;1922;1932;10;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;;;307;Continental Emporium;194;223
Kam_Edwin;金德明;Jin Deming;Chinese;Hawaii;Hawaii;;;;;1922;1923;;4;1922;1932;10;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;;;307;Continental Emporium;194;223
King_Benjamin;金泊銘;Jin Poming;Chinese;Michigan;Michigan;M.A.;Master;;;1933;1933;;2;1933;1933;0;1919-1935;Master;Sciences;;;Chekiang Provincial Bank;;Company;Banking;China;Shanghai;Kiangse;;381;;195;224
King_Benjamin;金泊銘;Jin Poming;Chinese;Michigan;Michigan;M.S.;Master;Sciences;Sciences;1933;1933;;2;1933;1933;0;1919-1935;Master;Sciences;;;Chekiang Provincial Bank;;Company;Banking;China;Shanghai;Kiangse;;381;;195;224
King_Chau;金肯宗;Jin Kenzong;Chinese;Cornell;New York;M.M.E.;Master;Engineering;Mechanical Engineering;1926;1926;;1;1926;1926;0;1919-1935;Master;Engineering;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;195;224
Chung_Will T.;鍾偉成;Zhong Weicheng;Chinese;Illinois;Illinois;B.S.C.;Bachelor;Business & Commerce;Commercial Sciences;1920;1920;;1;1920;1920;0;1919-1935;Bachelor;Business & Commerce;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;188;217
Chung_Pau Sien;鍾寶璇;Zhong Baoxuan;Chinese;Iowa;Iowa;B.S.;Bachelor;Sciences;Sciences;1917;1917;;2;1917;1918;1;1909-1918;Master;Sciences;;;Columbia Films of China;;Company;Movie;China;Shanghai;Szechuen;;625;;188;217
Chung_Pau Sien;鍾寶璇;Zhong Baoxuan;Chinese;Illinois;Illinois;M.S.;Master;Sciences;Sciences;1918;1918;;2;1917;1918;1;1909-1918;Master;Sciences;;;Columbia Films of China;;Company;Movie;China;Shanghai;Szechuen;;625;;188;217
Chung_Daniel M.;鍾桂丹;Zhong Guidan;Chinese;Yale;Connecticut;Ph.B.;Bachelor;Humanities;Philosophy;1912;1912;;1;1912;1912;0;1909-1918;Bachelor;Humanities;1933;;;;;;China;Shanghai;Haig;;525;;188;217
Kwan_Ko Kwai;關可簣;Guan Kekui;Chinese;California;California;M.A.;Master;;;1929;1929;;1;1929;1929;0;1919-1935;Master;;;;Shanghai Insurance Association;;Organization;Business;China;Shanghai;Edward VII;;160;;196;225
Chen_S.T.;陬三才;Zou Sancai;Chinese;Worcester Polytechnic Institute;Massachusetts;B.S.;Bachelor;Sciences;Sciences;1924;1924;;1;1924;1924;0;1919-1935;Bachelor;Sciences;;;American Engineering Corporation;;Company;Engineering;China;Shanghai;Bubbling Well;;989;;186;215
Chen_Kwan-Pu;陳光甫;Chen Guangfu;Chinese;Pennsylvania;Pennsylvania;B.S.;Bachelor;Sciences;Sciences;1909;1909;;2;1909;1929;20;1909-1918;Bachelor;Sciences;1931;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;186;215
Chen_Kwan-Pu;陳光甫;Chen Guangfu;Chinese;St. John's University;Shanghai;LL.D.;Doctorate;Law;Law;1929;1929;Honorary;2;1909;1929;20;1909-1918;Bachelor;Sciences;1931;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;186;215
Chan_Stanley H.;陳受康;Chen Shoukang;Chinese;Stanford;California;M.A.;Master;;;1929;1929;;3;1929;1933;4;1919-1935;Master;;;;National University of Peking;;Education;University;China;Peiping;;;;;185;214
Chan_Stanley H.;陳受康;Chen Shoukang;Chinese;California;California;;;;;1929;1930;;3;1929;1933;4;1919-1935;Master;;;;National University of Peking;;Education;University;China;Peiping;;;;;185;214
Chan_Stanley H.;陳受康;Chen Shoukang;Chinese;Stanford;California;;;;;1931;1933;;3;1929;1933;4;1919-1935;Master;;;;National University of Peking;;Education;University;China;Peiping;;;;;185;214
Chen_Sidney Y.;陳后英;Chen Houying;Chinese;Massachusetts Institute of Technology;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1913;1913;;1;1913;1913;0;1909-1918;Bachelor;Sciences;1936;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;187;216
Chen_J.K.;陳建康;Chen Jiankang;Chinese;Pennsylvania;Pennsylvania;M.A.;Master;;;1927;1927;;1;1927;1927;0;1919-1935;Master;;1936;;;;;;China;Shanghai;Kiaochow;;134;;186;215
Chen_Ssu-Tu;陳思度;Chen Sidu;Chinese;Michigan;Michigan;A.B.;Bachelor;Humanities;Arts;1922;1922;;2;1922;1926;4;1919-1935;Master;Humanities;1934;;China United Assurance;;Company;Insurance;China;Shanghai;Bubbling Well;;104;;187;216
Chen_Ssu-Tu;陳思度;Chen Sidu;Chinese;Michigan;Michigan;M.A.;Master;;;1926;1926;;2;1922;1926;4;1919-1935;Master;Humanities;1934;;China United Assurance;;Company;Insurance;China;Shanghai;Bubbling Well;;104;;187;216
Zhen_M.S.;陳明壽;Chen Mingshou;Chinese;Columbia;New York;M.A.;Master;;;1915;1915;;2;1914;1915;1;1909-1918;Master;Sciences;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;;Embankment building;215;244
Zhen_M.S.;陳明壽;Chen Mingshou;Chinese;Massachusetts Institute of Technology;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1914;1914;;2;1914;1915;1;1909-1918;Master;Sciences;;;National Southern Railway (Shanghai-Hangchow Railway);N.S.R. Locomotive Dept.;Central Government;Administration;China;Shanghai;;;;Embankment building;215;244
Chen_Henry C.H.;陳正成;Chen Zhengcheng;Chinese;Michigan;Michigan;B.S.;Bachelor;Sciences;Sciences;1922;1922;;2;1922;1923;1;1919-1935;Master;Sciences;;;Andersen, Meyer & Company;;Company;Engineering;China;Shanghai;Yuen Ming Yuen;;21;;186;215
Chen_Henry C.H.;陳正成;Chen Zhengcheng;Chinese;Michigan;Michigan;M.S.;Master;Sciences;Sciences;1923;1923;;2;1922;1923;1;1919-1935;Master;Sciences;;;Andersen, Meyer & Company;;Company;Engineering;China;Shanghai;Yuen Ming Yuen;;21;;186;215
Ch'en_Yangyi;陳洋溢;Chen Yangyi;Chinese;Oberlin;Ohio;B.A.;Bachelor;Humanities;Arts;1929;1929;;2;1929;1932;3;1919-1935;Master;Business & Commerce;;;Chinese Maritime Customs;Customs College;Central Government;Administration;China;Shanghai;Prosper Paris;;200;;187;214
Ch'en_Yangyi;陳洋溢;Chen Yangyi;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1932;1932;;2;1929;1932;3;1919-1935;Master;Business & Commerce;;;Chinese Maritime Customs;Customs College;Central Government;Administration;China;Shanghai;Prosper Paris;;200;;187;214
Chen_Chun;陳湘濤;Chen Xiangtao;Chinese;Yale;Connecticut;B.A.;Bachelor;Humanities;Arts;1919;1919;;2;1919;1921;2;1919-1935;Master;Humanities;1936;;China Travel Service;;Company;Trade & Business;China;Shanghai;Szechuen;;420;;186;215
Chen_Chun;陳湘濤;Chen Xiangtao;Chinese;Pennsylvania;Pennsylvania;M.A.;Master;;;1921;1921;;2;1919;1921;2;1919-1935;Master;Humanities;1936;;China Travel Service;;Company;Trade & Business;China;Shanghai;Szechuen;;420;;186;215
Chen_Ping-tsang;陳炳章;Chen Bingzhang;Chinese;Princeton;New Jersey;M.A.;Master;;;1924;1924;;1;1924;1924;0;1919-1935;Master;;1936;;Ministry of Finance;;Central Government;Ministry;China;Shanghai;Bund;;15;;186;215
